timestamp,itemid,property,value
1437879600000,391750,categoryid,208
1439089200000,68195,962,664227 1305534 664227 463202 664227
1432436400000,58752,30,n0.000 21263
1432436400000,279866,636,784581
1431831600000,280918,768,769062
1439089200000,127990,available,0
1434250800000,435465,961,1139146
1432436400000,277751,1012,769062
1431831600000,254151,30,769062
1432436400000,429890,689,471783 827388
1431226800000,402733,480,1007882
1431226800000,424689,776,802383
1435460400000,411336,38,769062
1432436400000,398945,689,337402
1433646000000,72814,720,769062
1437879600000,109461,962,664227 1305534 664227 463202 664227
1431226800000,159143,270,753195
1433041200000,111723,790,n13080.000
1436670000000,236205,490,162165
1433041200000,81366,776,691878
1433646000000,436757,28,150169 610517
1433646000000,143560,839,286484
1432436400000,165368,981,769062 664227
1439694000000,274408,730,769062
1432436400000,389270,888,93328 1060950 412177
1437879600000,96581,981,1141052 664227 1305534 664227 288796 769062
1436065200000,136255,888,987359
1433646000000,459973,734,n5400.000 10317
1439694000000,175470,581,472016 181384 1041261 191208
1439694000000,236664,550,769062
1435460400000,328118,917,n108003648.000
1442113200000,444622,663,1297729 n156.000 606827
1433646000000,329567,189,814966 843956
1432436400000,128907,1036,1154859
1432436400000,91786,1028,769062
1440903600000,89832,888,320284 276400 616467
1433646000000,103338,631,n600.000 988555
1435460400000,1296,686,769062
1439694000000,29456,698,882006 768453
1431226800000,13225,771,n15.600 190776 639502 n32.400 190776
1439694000000,188719,550,769062
1439694000000,398710,227,924572
1439694000000,408062,689,769062
1435460400000,15855,364,363961
1433646000000,389016,689,150169 108779
1433041200000,465181,categoryid,126
1435460400000,8978,888,1142356 1306422 886903
1431831600000,144114,888,5135 145446 31688 992862 647924 1284577 288971 1284577 n21.600 1135780 1284577 n48.000 1187104 539109 661116 1257525 1284577 n12000.000 1187104 1284577 992862 625815 1119999 1284577 670753 n96.000 1284577 1169991
1440903600000,423537,888,167405
1432436400000,329396,447,1107648 1157821 632043
1434250800000,80002,689,150169 324703 79212
1441508400000,45260,888,845949 616008 253573 257201 n60.000
1438484400000,10119,888,1007509 1070648
1435460400000,177875,104,1297729 n1200.000 10317
1433041200000,199509,839,1301021
1433041200000,20798,790,n25320.000
1432436400000,166391,558,177813
1433646000000,15054,928,616467
1433646000000,351002,720,896573 10317
1433646000000,162075,38,769062
1433646000000,192804,364,787380
1435460400000,289244,797,1315096
1432436400000,442346,681,814297 670753 n96.000
1431831600000,264094,6,979280 619143
1431831600000,281674,620,664227
1439694000000,48640,6,881773 150169 30309
1440298800000,337640,962,664227 1305534 664227 463202 664227
1431831600000,220286,790,n61680.000
1431226800000,450941,159,519769
1440903600000,266473,776,826958
1431226800000,304040,categoryid,330
1432436400000,396186,0,934278 388767 1235560
1438484400000,240319,981,664227 1305534 664227 769062
1434250800000,476,46,769062
1440298800000,258768,888,374037 127464 260698 n6231516.000 1271791
1438484400000,211756,400,269011 n900.000 424566
1435460400000,73933,928,1192877
1442113200000,296740,60,823826 939845
1440903600000,70005,591,1116693
1441508400000,273098,790,n172680.000
1435460400000,330780,available,0
1436065200000,463528,888,232958 978235 610800 763331
1439694000000,21222,38,769062
1435460400000,381840,227,355479
1433041200000,429151,227,827388
1439089200000,218165,categoryid,1114
1431226800000,458093,764,1285872
1431831600000,29852,8,769062
1440298800000,273338,888,586163 591928 616467
1440298800000,367821,888,533576 726612
1439694000000,71030,227,341599
1433041200000,245799,283,1064984 245814 1203201 924821 1203201 245814 1064984 1329581 237874 162712 505888 972488 32651 1064984 245814 1329581 1225619 743132 653611 1172057 1064984 245814 653611 312815 1190694 586142 707081 131984 30603 386817 279732
1433041200000,327201,364,333568
1436065200000,134713,839,1034258
1436065200000,151616,790,n3360.000
1441508400000,338033,1032,703585 499075 464704 1277894 1059922 98606 535924
1431226800000,412985,764,1285872
1436065200000,426301,available,1
1431831600000,211281,888,1053595
1431226800000,262414,available,0
1431226800000,67867,888,646914
1433041200000,4098,678,284895
1439694000000,432546,1032,769062
1431226800000,24837,available,1
1433041200000,153647,159,519769
1433646000000,245758,227,991967 637689
1431226800000,423825,917,305858
1432436400000,349515,213,89372
1432436400000,461644,790,n4080.000
1435460400000,21561,720,769062
1431831600000,221651,888,437265
1433041200000,432500,953,n86400.000 21263
1433041200000,8905,776,979801
1431831600000,432312,761,n28.800 190776
1436065200000,351068,61,704527
1431226800000,190355,776,591588
1439089200000,35941,486,769062 1154859 86628
1435460400000,352359,202,688770 306975
1433646000000,441954,726,n48.000 1187104
1433646000000,372359,776,904772
1440298800000,347865,available,0
1435460400000,17932,764,1285872
1439089200000,118090,962,664227 1305534 664227 463202 664227
1433646000000,124512,917,429000
1433646000000,443831,235,1277294
1432436400000,440981,915,325894 1325686
1441508400000,461,645,n3840.000 1187104
1433646000000,117150,506,63391 981281
1431831600000,70344,689,150169 545482
1431226800000,257143,277,n120.000
1442113200000,88156,208,769062 414047 1078259 769062
1433041200000,246399,753,769062
1435460400000,277048,678,820477
1435460400000,366581,112,679677
1438484400000,211868,25,466400 1226584 1211562
1435460400000,243886,categoryid,1167
1434250800000,286296,400,n552.000 639502 n720.000 424566
1436670000000,258617,62,530843
1439694000000,108431,888,353019 1164949
1441508400000,162872,available,1
1436065200000,169685,888,980118 363225 890767 n84.000 424566 118581 1297729 n36.000 350726 30603 832471
1432436400000,443170,188,n2160.000 10317
1433041200000,204960,764,1285872
1438484400000,40192,595,1312959
1434250800000,140807,283,650951 686540 959099 1142356 279101 1264031 1191804
1438484400000,94694,available,0
1431226800000,353119,917,924621
1434250800000,72070,810,1175087 348133
1442113200000,400597,790,n29760.000
1432436400000,42204,461,988697 581051
1435460400000,306750,888,727751 938800
1436065200000,77573,790,n20280.000
1432436400000,272880,152,769062
1436065200000,359139,888,874902 n12180.000
1441508400000,35730,790,n68328.000
1434250800000,33888,400,n2820.000
1436065200000,163318,776,1079601
1433041200000,147973,776,465047
1440298800000,5754,888,565644
1432436400000,353213,888,1245527
1433646000000,225103,159,519769
1431831600000,29501,202,n80400.000 153900 1169762 35828
1437879600000,414622,available,0
1431226800000,150896,6,1285402 1042990
1434250800000,461256,575,261061 724637
1440903600000,143316,available,0
1431226800000,192173,available,0
1439694000000,36934,689,150169 1152934 66094
1433646000000,391447,28,150169 610517
1435460400000,242050,112,679677
1436670000000,410514,932,980836
1437879600000,211175,790,n78840.000
1431226800000,462687,776,259875
1431226800000,355549,764,1285872
1439089200000,276998,available,1
1436065200000,59850,776,576046
1435460400000,12717,227,982487
1431226800000,27765,242,769062
1434250800000,23803,888,457407
1442113200000,81732,962,664227 1305534 664227 463202 664227
1442113200000,71748,790,n10680.000
1433041200000,63894,categoryid,1560
1431226800000,320040,6,1283144 353870
1433646000000,250839,917,1089649
1437274800000,261619,888,1261400
1433041200000,291719,112,679677
1432436400000,331605,46,769062
1431226800000,161155,480,726612
1440903600000,185827,888,28892 185020
1441508400000,327446,42,419784
1442113200000,159908,6,1103229
1435460400000,257978,790,n23640.000
1431226800000,93431,available,0
1438484400000,187564,888,694808 n112824.000
1435460400000,396720,categoryid,1613
1435460400000,238833,764,1285872
1440903600000,202040,962,664227 1305534 664227 463202 664227
1432436400000,23890,841,1302691 318063 n36.000 242498
1434250800000,53440,790,n5508.000
1439694000000,213498,603,n1440.000 443786
1441508400000,350708,208,769062 414047 1078259
1431226800000,114502,6,102694
1436065200000,280558,888,419929
1439089200000,320457,451,1141052 n25.200 140719 553394
1436065200000,380678,6,1263524
1431226800000,117834,364,382063
1440903600000,436974,available,1
1431226800000,345261,364,659843
1435460400000,455330,available,0
1442113200000,30903,categoryid,429
1435460400000,280511,713,1291560 639502 636791 488921 1316608
1435460400000,31298,283,1037891 286484 241603 1297531 98614 499744 318507 312815 610340 3110 150169 281774 1128577 954367 1192670 98614 1244358 94244 898004 1178058 1037891 237874 1089129 1238769 996394 n204.000 n36.000 150169 728656 237874 1089129 694626 30603 21098 815961
1431226800000,413252,6,538787 31884
1436670000000,104493,348,1101397
1436670000000,101201,71,32268 798810
1433041200000,28796,283,140719 307825 986964 73186 986964 1211013 312815 1113810 1096648 836649 703408 914749 61706 140719 688680 1141052 1161933 484436 430386 1215254 639671 110652 1128577 148823 44732 30603 1128577 148823 582690 150169 1215254 1096082 1128577 1128176 1324705 1187015
1433041200000,393229,978,1257872
1435460400000,407950,764,1285872
1431226800000,229919,917,339011
1432436400000,460010,available,1
1433646000000,86780,33,1128577 1000087 421694
1433041200000,268796,790,n62640.000
1435460400000,27681,790,n103680.000
1439694000000,91394,720,109425 10317
1442113200000,407443,790,n109116.000
1433646000000,457666,888,1311515 663158 237874 853022 1311515 680044 613422
1432436400000,188850,803,n12000.000 639502 n14400.000 21263
1435460400000,10711,776,56505
1433041200000,354351,available,0
1439694000000,131366,790,n169800.000
1433646000000,364571,888,1034240 579358 525705 639502 614605 910059 1192877
1433646000000,119559,available,1
1433041200000,105304,888,419119 1186049 813599 639502 235929 910059 1192877
1433041200000,67783,348,23569
1433646000000,418927,888,88412 1266042 129973
1434250800000,203904,348,23569 282333 1065616
1435460400000,247108,159,519769
1433041200000,351862,283,971154 292676 595705 151219 95829
1439694000000,313826,98,n192.000 1169762
1431831600000,187372,available,1
1436670000000,246814,888,763658
1434250800000,215717,1054,n180.000 639502 n192.000
1439694000000,441009,790,n62880.000
1439694000000,396992,325,960055
1433041200000,190910,181,769062
1431226800000,322621,283,726714 n24.000 1128577 n12.000 456464 749320 388993 726714 n24.000 1128577 n12.000 456464 749320 907839 639502 193250 150169 85384 1297729 n0.000 1178208 1175087 350726 312815 610340 n24.000 1128577 n12.000 868573 493696 1128577 188678 697552 310016 150169 210500 30603 422480 650951 1331121 505421 310016 249416 714516 1128577 1201794
1435460400000,268736,available,0
1433646000000,278033,689,150169 108779
1434250800000,432453,839,795179
1433041200000,135909,available,0
1431226800000,119898,764,1285872
1435460400000,295055,776,1239951
1439089200000,466503,888,22557 981281 1182505 1049863
1431226800000,83518,678,896095
1438484400000,327821,544,1055803 1164666
1431226800000,212392,888,253573 n1502952.000
1431226800000,429370,888,1245420 373085
1437879600000,281686,283,1037891 286484 253573 15275 n5400.000 1324910 1037891 286484 241603 n5400.000 1324910 328537 224903 1308676 1135856 474341 821952 985213 599646 1035303 1158829 1182824 205513 653611 425813 30603 519519 972359 30603 38981 1097148 1246092 1200722 269926 1138603
1435460400000,73739,available,0
1431226800000,196048,159,519769
1442113200000,7665,888,749089 n97140.000 784581 1297729 n36.000 350726 30603 832471
1431226800000,366355,364,911039
1441508400000,441104,451,1141052 n36.000 140719 553394
1436065200000,382029,888,822176 160597 n84036.000 1331501
1434250800000,235247,888,1007329 634626
1435460400000,237643,1036,1318567
1433041200000,320987,558,177813
1433041200000,175638,678,1210202
1437879600000,330465,490,162165
1441508400000,91392,790,n17160.000
1440298800000,283095,810,n600.000 424566
1433041200000,150555,227,752169
1433041200000,384069,120,1284004 923584
1437879600000,334329,available,1
1431226800000,234837,159,519769
1431831600000,67635,790,n488760.000
1431226800000,305487,available,0
1439694000000,223029,888,895719 402228 194153 847901
1437879600000,87071,776,678312
1431226800000,160009,available,1
1436065200000,112689,categoryid,819
1431226800000,12331,6,550504 827388
1438484400000,343670,790,n64680.000
1436670000000,275203,962,664227 1305534 664227 463202 664227
1436065200000,268396,790,n0.000
1442113200000,148361,61,704527 310016
1437879600000,331416,962,664227 1305534 664227 463202 664227
1431226800000,247350,140,n1200.000 1144008 1169762
1440298800000,182332,available,1
1433041200000,393400,839,886881
1439694000000,428022,888,652697
1433041200000,61287,928,769062
1435460400000,159422,434,769062
1434250800000,127321,686,610834
1440298800000,401542,888,139089 352225 422480 635635
1431226800000,463183,764,1285872
1432436400000,208605,888,1239798
1435460400000,375436,807,83273 140286
1435460400000,57891,888,1159614
1440298800000,357753,790,n441240.000
1433041200000,164393,159,519769
1431226800000,223221,112,679677
1433041200000,352540,628,769062
1431226800000,302295,283,1090933 153900 724380 n24600.000
1432436400000,234459,888,n86640.000
1437879600000,72633,283,256908 445730 609403 399028 256908 27116 639502 468330 639502 1324064 3110 150169 1008077 30603 1067552 21711 1020770 653611 924960 30603 822255 1262216 891094 493696 281774 868573 30603 1128577 709745
1439694000000,93431,663,1297729 n156.000 606827
1436065200000,367900,790,n5400.000
1433041200000,5570,976,n40.800 1135780
1433041200000,192238,698,656547
1431226800000,425596,112,679677
1439694000000,343306,categoryid,72
1433041200000,42846,810,824508
1439089200000,33873,888,834357 n139392.000
1431226800000,348468,283,1322342 1174704 349378 457861 494874
1435460400000,450987,202,1093787 234027
1435460400000,369526,available,0
1431226800000,199447,888,106148
1431226800000,173342,917,n3732241212.000
1438484400000,437040,888,1322342 150169 860396 973095
1442113200000,452429,790,n108600.000
1437274800000,3729,888,1062602 1062602
1434250800000,348918,847,769062
1431226800000,812,888,1267591 177089
1433041200000,81970,227,1308244
1437879600000,46837,283,17432 150169 30309 1057788 6517 1009260 1208744 643643 17432 150169 30309 1057788 615233 1128577 1228532 1208744 1037588 237874 728735 1101811 3110 150169 129783 113294 972085 30603 887983 237874 880027 654986 1152348 108417 1057788 942064 1128577 1024083 1749
1438484400000,273760,400,1297729 n720.000 1178208 n900.000 424566
1432436400000,195805,790,n0.000
1433646000000,283728,888,n39791772.000
1433041200000,186807,6,1043667 150169 376963
1435460400000,10601,422,769062
1439089200000,196587,790,n17640.000
1437274800000,370242,categoryid,1509
1438484400000,216788,451,163250
1435460400000,37170,112,679677
1439694000000,136517,763,337402
1436065200000,372807,categoryid,546
1433041200000,123374,6,505612
1441508400000,241794,888,353019 238935 992862 951748 n24.000 1195349 121655 n24.000 1135780 1284577 n159.600 1284577 n15360.000 628176 n9600.000 134030 1284577 n36.000 1187104 1284577 n12.000 1175087 n3840.000 1187104 1284577 1186729 681805 612841 1284577 992862 695898 798916 625815 1284577 1141052 288796 1284577 814297 670753 1002499 685584
1440298800000,407299,188,1297729 n120.000 1178208 n240.000 10317
1431226800000,403618,888,467929 n3600.000
1433041200000,42855,839,1093787
1433041200000,224686,202,866645 1023101 67561
1431226800000,93208,283,841201 237874 1262412 308254 707081 n1080.000
1433041200000,336906,678,1050009
1437274800000,117699,595,873905
1432436400000,306181,899,980836
1440903600000,208221,888,765270 n36120.000
1437274800000,122553,888,5135 376847
1436065200000,6195,790,n22800.000
1431226800000,265296,112,679677
1442113200000,423584,888,702200 1154859
1431831600000,390227,790,n10788.000
1431226800000,114206,categoryid,1285
1433041200000,309117,451,1141052 n36.000
1431831600000,280337,888,834809 653611 40785 1065301
1433041200000,83236,928,769062
1433041200000,231530,available,0
1437274800000,394326,962,664227 1305534 664227 463202 664227
1442113200000,296934,available,0
1440298800000,43137,888,1166890 n492.000 726612
1440298800000,457322,620,664227 1305534 664227 463202 664227
1439694000000,157276,1,1200832
1441508400000,294728,categoryid,1177
1431226800000,270484,764,1285872
1431226800000,269240,159,519769
1437274800000,387972,283,250259 644981 910491 533568 312815 1061395 887039 1283144 353870 949802 1338588 466637 375545 910491 1244358 1155117 150169 853587 260167 386817 766810 237874 778237 134743 834282 1023926 292239 437011
1433041200000,429604,491,683595
1434250800000,273,6,1252290 1319279 920988
1433646000000,423455,available,0
1433646000000,325109,544,992862 695898 n11400.000
1431831600000,246573,978,1066164
1433646000000,244963,790,n81600.000
1435460400000,61793,976,n22.320 1135780
1434250800000,444206,1031,861995
1431226800000,32063,790,n47760.000
1437274800000,377924,available,1
1431226800000,27800,available,1
1434250800000,214917,810,769062
1434250800000,230070,243,1108184 177540
1431226800000,35228,available,0
1431226800000,182045,available,0
1438484400000,261058,888,342139
1439694000000,276228,776,810911
1433041200000,370727,6,1088309
1436065200000,242369,566,1297729 n780.000 1178208 n900.000 424566
1437274800000,49388,663,1297729 n132.000 1178208 n156.000 606827
1440903600000,152261,888,561815 1154859
1439089200000,146121,available,1
1435460400000,228477,74,769062
1438484400000,286077,776,586460
1441508400000,342117,220,n12.000
1432436400000,158020,496,357961 795132
1436670000000,38217,790,n18000.000
1438484400000,368461,888,353019 582079
1435460400000,396147,202,443494
1439694000000,199144,369,1141651
1441508400000,341959,978,696833 521119 17670 929484 1010684 234274 249056 1070064
1432436400000,232186,888,n112620.000 302615
1440903600000,308123,888,5135 1002582
1431226800000,334096,categoryid,508
1433041200000,203259,11,n23040.000 628176 n12960.000
1436670000000,228360,962,664227
1433646000000,178986,available,1
1431226800000,215824,categoryid,575
1431226800000,2334,6,945360 827388
1431226800000,360448,categoryid,769
1431226800000,438266,917,138934
1431226800000,322666,563,1055144 1063382
1433041200000,228375,888,952635
1439694000000,81321,available,1
1439694000000,166475,888,638946
1433041200000,457482,790,n817956.000
1433646000000,6966,available,1
1442113200000,274788,917,n843072.000 11039
1440903600000,240398,available,0
1439694000000,244582,978,684814 684814 n37.320 234274 670342 696833 1010684
1440903600000,300084,681,1078259
1431226800000,265614,790,n39936.000
1432436400000,30811,61,422480 650951
1432436400000,116938,888,695444 n2400.000 363182 85982
1433041200000,318554,available,0
1433646000000,385093,61,422480 650951
1433041200000,387633,628,769062
1439694000000,280999,698,598729
1431226800000,81353,112,679677
1435460400000,311778,960,769062
1433041200000,196253,available,0
1441508400000,136642,categoryid,72
1431226800000,191382,6,1184891
1439694000000,280823,575,982601 182802
1433646000000,153705,558,640322
1442113200000,429,790,n57600.000
1431831600000,246828,283,780351 212349 1095303 1278421 403032 319157 611917 780351 212349 1095303 1278421 312815 1292235 380713 866790 30603 91703 161634 718248 137307 992688 688680 753855 892975 718248 94244 21488 221948 487760 1057599 298431 1270002 30603 961624 571299 1282741 175956
1433041200000,175499,104,n3000.000 10317
1431831600000,124452,112,679677
1440903600000,90992,364,694877
1434250800000,224615,888,279982 1284577 477852
1436065200000,150990,available,0
1433646000000,291681,227,971154 292676
1433041200000,97111,776,1193107
1433646000000,156140,917,680681
1434250800000,435604,663,n159.600
1439694000000,20907,575,1023098 635635 90967
1431831600000,344821,776,524980
1431831600000,146192,689,150169 435459 16718
1433646000000,91143,521,769062
1439694000000,401461,624,629577
1433646000000,49645,202,575779
1431831600000,233054,159,519769
1433041200000,1975,202,560303 639502 1269145
1431831600000,461817,764,1285872
1431226800000,181912,364,847348
1433646000000,23050,917,561633
1431226800000,437759,790,n10920.000
1433041200000,405719,227,176547
1439694000000,225,997,769062
1433041200000,314396,202,975078 1328164 536322 675070
1440298800000,393484,544,618514 980588
1440903600000,255032,888,157042
1434250800000,277683,available,1
1440298800000,24427,839,810197
1433646000000,388783,202,1263557 686540
1437274800000,372379,486,769062 1154859 86628
1433041200000,423328,364,1323627
1433041200000,404987,888,n134232.000
1438484400000,459442,6,1115994
1431226800000,113158,888,464157
1435460400000,71295,698,719535
1431226800000,8876,767,260172
1436670000000,306793,888,373953
1434250800000,248538,available,0
1435460400000,157144,19,n108.000 350726
1431226800000,232241,790,n14640.000
1431831600000,351555,364,477278
1431226800000,123540,790,n66360.000
1439694000000,167748,713,370498
1437274800000,162593,790,n46680.000
1433041200000,406985,879,810323
1433041200000,450667,764,1285872
1431226800000,101757,763,880257
1433646000000,332572,638,n12.000
1440903600000,86846,888,921167
1437274800000,422679,790,n21480.000
1431831600000,338753,112,679677
1439694000000,155206,46,769062
1433041200000,70187,434,769062
1442113200000,441802,available,1
1433646000000,91855,529,769062 1161933
1433646000000,189125,628,769062
1431226800000,50112,283,593897 1164476
1433646000000,270803,961,492192
1435460400000,244992,698,430845 98427
1435460400000,230344,112,679677
1433646000000,370251,790,n83760.000
1433646000000,258531,186,769062
1431226800000,307642,categoryid,769
1439089200000,18399,888,246916 1267869 n3342252.000
1431831600000,15315,202,320481 1248436
1431831600000,144254,888,1232123
1442113200000,94495,6,172447
1433646000000,416642,797,435293
1433646000000,380987,689,150169 683159
1437879600000,255415,790,n7920.000
1433646000000,73823,364,1184884
1431226800000,24931,790,n33120.000
1440298800000,408938,776,1106523
1437274800000,461705,categoryid,1509
1439694000000,214486,888,570993 1165317 622977 992862 951748 16672 n25.200 1135780 1284577 n150.000 1284577 n23040.000 628176 n12960.000 1284577 n96.000 1187104 1284577 n12.000 1175087 n12.000 1072114 1284577 1186729 769062 1284577 992862 625815 1119999 n52800.000 1284577 288796 1284577 814297 670753 n84.000 253573 604655 1154859
1433646000000,240319,978,1257872
1440903600000,376564,790,n24360.000
1435460400000,149550,764,1285872
1434250800000,271316,920,1178187
1431831600000,340996,566,n720.000 424566
1441508400000,225434,1032,703585 499075 98606
1433646000000,197082,747,1238744
1435460400000,361791,558,984245 1322342
1442113200000,415342,283,9705 963847 653585 703408 1160311 480310 1180754 1128577 1251400 n24060.000 908104 963847 403210 1051578 611917 1142871 1128577 757459 274770 281643 611917 9705 429140 243924 451573 1065281 433434 731980 n12000.000 1161106 809480 807601 10224 30603 668500 703408 1051929
1435460400000,391322,928,769062
1433646000000,363686,917,898578 179775 n6000.000 1031191
1439089200000,165430,962,664227 1305534 664227
1435460400000,64997,905,769062
1433041200000,440826,888,321194 n2720.520 566381
1435460400000,424852,159,519769
1433041200000,443879,790,n70680.000
1431831600000,464972,283,305351 322391 1163550 961623
1433646000000,249293,categoryid,712
1440903600000,37736,888,232958 707445 610800 n42000.000 78486 1169076 222923 236367 318408 237874 1101327
1434250800000,302025,888,886895 956419 n1200.000
1433646000000,306675,227,112336
1435460400000,100145,771,n15.600 190776 639502 n32.400 190776
1433646000000,294429,701,677966
1431226800000,2505,364,368563
1439089200000,38374,888,563241
1435460400000,239303,921,526589 39986 1257525
1431226800000,159645,112,679677
1441508400000,231747,888,1133804 n63.000 597437 n102.000 1187104 n2880.000 860720 672403 22282 n60.000 686768 215799
1432436400000,433859,962,664227
1433041200000,443099,888,59972 245544
1435460400000,344183,46,769062
1437879600000,319956,888,629801 n20460.000 1025118
1431831600000,12414,888,1112384 1169762 320233 188051
1442113200000,248328,888,150169 1037891 570993 1316307 1154859
1433646000000,125013,790,n99600.000
1433646000000,178388,790,n71880.000
1431226800000,347314,112,679677
1435460400000,293115,categoryid,65
1439694000000,56047,713,231365
1440903600000,109254,888,386760
1431226800000,448541,364,746147
1433646000000,342899,810,769062
1442113200000,9387,available,0
1441508400000,51891,888,157769 1184937 424566 1297729 n36.000 350726 30603 832471
1431831600000,340245,796,n288.000 1036892
1439694000000,4335,225,1066831 n21600.000 1066831 n22800.000 1066831 n10200.000 1066831 n10800.000 951585 n22800.000 951585 n25200.000 951585 n10200.000 951585 n10800.000
1431226800000,273486,776,974278
1431831600000,219326,available,1
1433646000000,54081,678,893178
1431226800000,35553,888,346454
1437274800000,186258,447,28892 612565 440924 76225 1252024 260167
1433646000000,1055,790,n85440.000
1439694000000,447893,698,1263524
1434250800000,449516,888,877774
1433646000000,293821,928,769062
1436670000000,88201,225,973211 1046037 n10800.000
1433646000000,284075,917,1086213
1431831600000,323247,202,1066164 n73200.000
1435460400000,222614,928,1128577 481453
1433646000000,380427,159,519769
1434250800000,55999,410,809780
1433041200000,214186,764,1285872
1434250800000,101955,888,128748 547104 n687842256.000 992862 951748 103615 1284577 1096273 1284577 n40.800 1135780 1284577 n96.000 1187104 1319429 661116 1257525 1284577 n24000.000 1187104 1284577 1055803 1164666 625815 941273 1284577 670753 n96.000 1284577 1169991
1435460400000,5816,434,769062
1433041200000,400080,1041,952750 n36.000
1433646000000,339309,400,n712.800 424566
1431831600000,84476,888,916731
1439694000000,197879,698,564153 1284577 1122735
1436670000000,68957,available,0
1440298800000,411672,400,n552.000 639502 n720.000 424566
1433646000000,337257,969,n5760.000 628176 n9600.000
1431831600000,33584,112,679677
1439694000000,162379,790,n52800.000
1433646000000,207808,928,616467 86628
1442113200000,418499,888,457661 648746 373898 784581 1297729 n96.000 350726 30603 832471
1439089200000,44329,888,771211 370498 1067367 n168.000 424566 1090966 784581 1297729 n72.000 350726 30603 832471
1439089200000,324269,available,1
1433041200000,371447,581,181384
1433041200000,190988,790,n82680.000
1435460400000,289646,962,664227
1434250800000,259048,790,n473400.000
1434250800000,417324,1097,n444.000 655992
1433041200000,369845,776,577369
1439694000000,241284,648,769062
1433041200000,53276,888,1150518
1434250800000,11199,19,1297729 n216.000 309206
1439694000000,286416,892,1186729 474154
1437879600000,219548,496,357961 986363 357961 253573 999874 464704 556268 98606 1015535
1435460400000,116673,categoryid,769
1433041200000,341318,790,n35280.000
1436670000000,188088,888,411617 1197157
1431831600000,421147,678,140639
1435460400000,211150,698,1189968
1439694000000,427737,202,274112 n7800.000 737929 855497
1434250800000,450129,202,449799
1433646000000,217348,931,814297 670753 n96.000
1433646000000,371617,6,305351 18800
1434250800000,377632,839,605034 486553
1431226800000,442351,112,679677
1436670000000,136823,451,1141052 n36.000 140719 553394
1439694000000,260254,785,992862
1436065200000,44110,790,n6600.000
1442113200000,458131,981,664227 1305534 664227 769062
1432436400000,465153,227,639840
1431831600000,164751,categoryid,1006
1433041200000,182905,917,433434
1433041200000,373234,888,248902 1233926 899916 668053
1440298800000,154492,888,120523
1438484400000,293911,790,n170880.000
1434250800000,273918,888,150169 1092936 54270 1144008 1126156 754187
1437274800000,149701,974,127030
1433646000000,306222,available,1
1436670000000,441874,888,530509
1432436400000,40136,available,0
1434250800000,182302,935,769062
1436670000000,162877,400,1133587 424566
1437274800000,24708,888,808655 1027461 641893
1431226800000,213982,764,1285872
1431831600000,265504,available,0
1432436400000,34385,28,150169 435459 16718
1431226800000,45301,790,n15480.000
1431226800000,296016,776,621678
1435460400000,216478,681,769062
1440298800000,331081,112,679677
1432436400000,236025,776,1156417
1431226800000,116607,776,833406
1439694000000,165169,790,n128880.000
1432436400000,51713,406,1143730
1435460400000,156067,678,1085935
1435460400000,297495,544,410412 465575 1164666 625815 n65640.000
1431226800000,60366,270,674413 516983
1434250800000,352236,888,1068611 375655 237874 1225736 30603 1285578
1431226800000,404907,678,1115724
1437879600000,122111,888,703769
1439694000000,127045,698,979280 619143
1437274800000,250364,available,0
1435460400000,92124,188,n72.000 10317 162224
1439694000000,227480,575,199690 43754 1295418
1440903600000,261465,451,1141052 140719 553394
1434250800000,210245,46,769062
1439089200000,26031,978,696833 684814 521119 17670 929484 670342
1439694000000,116510,928,769062
1433041200000,289609,776,994840
1433041200000,423518,categoryid,387
1442113200000,308598,663,1297729 n156.000 606827
1439694000000,64279,1066,1184253 424566
1438484400000,303791,888,262793 616467 86628
1437879600000,76056,790,n30120.000
1434250800000,427749,790,n152280.000
1435460400000,60285,112,679677
1434250800000,303848,325,181883
1438484400000,211292,790,n510000.000
1439089200000,313760,available,0
1431226800000,149439,917,534521
1435460400000,322265,101,769062
1438484400000,80838,653,769062 178989 1128577 491017 1182824 769062
1437879600000,113993,888,5135 1079844 1269875
1432436400000,132790,227,132734
1432436400000,126925,227,827388
1437274800000,100081,790,n65640.000
1433041200000,11419,19,n108.000 350726
1431226800000,51824,112,679677
1432436400000,419069,960,769062
1435460400000,8257,categoryid,1542
1436065200000,465817,451,1141052 n48.000
1440298800000,420876,available,1
1438484400000,154263,available,1
1433041200000,9899,202,631248
1433041200000,89612,888,842689 187984
1439694000000,386300,400,n552.000 639502 n720.000 424566
1440298800000,42110,available,0
1436065200000,49796,available,1
1431226800000,264381,available,0
1433041200000,95359,839,449895
1442113200000,36923,978,684814 684814 253573 234274 670342
1431226800000,193909,888,1248952 462023 515017 8437 179775
1435460400000,385315,categoryid,1286
1431226800000,18338,764,1285872
1432436400000,264972,689,150169 435459 16718
1433041200000,379857,283,740324 739594 1050009 1180709 346429 384504
1434250800000,249418,438,1322464
1437274800000,353320,764,1285872
1431226800000,174715,917,85793 944158 825454
1432436400000,238501,575,461826 375503
1431226800000,30386,678,764057
1432436400000,99740,790,n5400.000
1431226800000,432255,283,452320 853231 839246 1202346 1240345
1439694000000,197713,915,769062
1433646000000,204233,225,1066831 n10200.000
1431226800000,381778,available,0
1433646000000,129384,888,853914 n1212.000 241265
1434250800000,34678,658,769062
